time21_5,latitude,longitude,halfAngle,speed,type,isMostAccurate,associatedCMEID,note,catalog,featureCode,dataLevel,measurementTechnique,imageType,tilt,minorHalfWidth,speedMeasuredAtHeight,submissionTime,versionId,link
2023-01-05T11:59Z,-41.0,59.0,26.0,394.0,S,True,2023-01-05T02:48:00-CME-001,,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2023-01-05T20:41Z,1,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23148/-1
2023-01-06T00:06Z,-42.0,175.0,27.0,237.0,S,True,2023-01-05T07:48:00-CME-001,Analysis based on 2-coronagraph fit in 2 coronagraphs.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2023-01-05T20:06Z,1,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23142/-1
2023-01-05T17:43Z,-35.0,-175.0,25.0,427.0,S,True,2023-01-05T09:12:00-CME-001,Analysis made based on best fit in 2 coronagraphs in swpc_cat; source has not been found.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2023-01-05T20:12Z,1,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23144/-1
2023-01-06T00:11Z,-35.0,-180.0,23.0,287.0,S,True,2023-01-05T13:25:00-CME-001,Approximate parameters based on the best fit in two coronagraphs in swpc_cat (since no source has been found).,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2023-01-05T20:18Z,1,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23146/-1
2023-01-06T05:31Z,18.0,65.0,10.0,892.0,C,True,2023-01-06T01:25:00-CME-001,The CME front becomes diffuse and hard to track in later imagery. Multiple measurements produced speeds ranging from 657 km/s to 892 km/s.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,7.0,2023-01-06T18:36Z,1,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23156/-1
2023-01-06T10:39Z,53.0,-127.0,25.0,535.0,C,True,2023-01-06T04:00:00-CME-001,"The longitude was estimated based on the best fit between SOHO LASCO C2 and STEREO A COR2 imagery, and may therefore vary by +/-10 degrees.",M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,9.0,2023-01-06T18:43Z,1,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23158/-1
2023-01-06T13:22Z,37.0,148.0,16.0,474.0,S,True,2023-01-06T06:24:00-CME-001,The CME is obscured by the pylon in SOHO LASCO C3 so only LASCO C2 and STEREO A COR2 imagery was usable in this measurement.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,11.0,2023-01-06T18:47Z,1,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23160/-1
2023-01-06T21:24Z,-3.0,90.0,13.0,245.0,S,True,2023-01-06T07:00:00-CME-001,"A longitude of 90 degrees was used as there is no clear source signature, so the longitude may vary +/-10 degrees. Measurement based on best fit between SOHO LASCO C2 and STEREO A COR2.",M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,6.0,2023-01-06T18:53Z,1,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23163/-1
2023-01-06T23:27Z,-18.0,-177.0,30.0,271.0,S,True,2023-01-06T11:48:00-CME-001,These parameters are based off of a best fit between SOHO LASCO C2 and STEREO A COR2 difference imagery. There may be some uncertainty with the parameters due to faintness of event.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,10.0,2023-01-06T18:57Z,1,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23165/-1
2023-01-07T09:36Z,-43.0,-171.0,34.0,334.0,S,True,2023-01-06T19:57:00-CME-001,Parameters obtained using best fit between SOHO LASCO C2/C3 and STEREO A COR2 imagery in SWPC_CAT.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,13.0,2023-01-07T14:13Z,1,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23172/-1
2023-01-08T15:23Z,-37.0,53.0,13.0,338.0,S,True,2023-01-08T04:48:00-CME-001,"Since no source has been found on the disk, this analysis is solely based on the best fit in two coronagraphs in swpc_cat.",M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2023-01-09T13:31Z,1,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23191/-1
2023-01-08T15:52Z,-35.0,-30.0,37.0,330.0,S,True,2023-01-08T05:00:00-CME-001,Analysis is uncertain as the center of the significant area of dimming is hard to pinpoint because of its shape and because a good fit in swpc_cat is possible with a range of longitude/latitudes.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2023-01-08T17:17Z,1,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23179/-1
2023-01-08T22:05Z,-38.0,-104.0,18.0,255.0,S,True,2023-01-08T07:24:00-CME-001,,M2M_CATALOG,LE,1,SWPC_CAT,direct,,,,2023-01-09T16:36Z,2,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23195/-1
2023-01-09T01:10Z,-37.0,-107.0,27.0,264.0,S,True,2023-01-08T11:00:00-CME-001,"Approximate analysis based on the fit with two coronagraphs in swpc_cat, taking into account the possible source of the flare/eruption from the active region on/behind the East limb in STEREO A.",M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2023-01-08T19:10Z,1,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23182/-1
2023-01-09T01:25Z,-36.0,-102.0,36.0,522.0,C,True,2023-01-08T18:48:00-CME-001,,M2M_CATALOG,LE,1,SWPC_CAT,direct,,,,2023-01-09T14:02Z,2,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23196/-1
2023-01-09T14:55Z,21.0,-95.0,10.0,654.0,C,True,2023-01-09T09:48:00-CME-001,"Analysis based on best fit in two coronagraphs in swpc_cat, as source has not been found.",M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2023-01-09T18:47Z,1,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23206/-1
2023-01-09T18:33Z,-31.0,22.0,21.0,440.0,S,True,2023-01-09T11:23:00-CME-001,Approximate analysis based on the source location of the associated flare further augmented by the best fit in swpc_cat in two coronagraphs.,M2M_CATALOG,LE,1,SWPC_CAT,direct,,,,2023-01-09T16:35Z,2,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23198/-1
2023-01-09T19:52Z,21.0,-104.0,10.0,615.0,C,True,2023-01-09T14:46:00-CME-001,"Analysis based on best fit in two coronagraphs in swpc_cat, as source has not been found.",M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2023-01-09T18:44Z,1,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23204/-1
2023-01-09T23:12Z,22.0,-93.0,25.0,694.0,C,True,2023-01-09T18:12:00-CME-001,Analysis made based on the best fit in two coronagraphs in swpc_cat since no definitive source has been found.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2023-01-10T19:07Z,1,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23224/-1
2023-01-10T00:49Z,27.0,-90.0,23.0,607.0,C,True,2023-01-09T19:12:00-CME-001,Analysis made based on the source location of the flare/eruption and also on the best fit in two coronagraphs in swpc_cat.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2023-01-10T19:02Z,1,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23222/-1
2023-01-10T02:40Z,24.0,-90.0,25.0,653.0,C,True,2023-01-09T21:24:00-CME-001,Analysis made based on the source location of the flare/eruption and also on the best fit in two coronagraphs in swpc_cat.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2023-01-10T19:27Z,1,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23226/-1
2023-01-10T02:40Z,14.0,-90.0,11.0,883.0,C,True,2023-01-09T23:12:00-CME-001,Analysis is based on the source location of the flare/eruption and also on the best fit in two coronagraphs in swpc_cat.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2023-01-10T20:04Z,1,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23228/-1
2023-01-10T03:46Z,17.0,-79.0,31.0,1004.0,O,True,2023-01-10T00:36:00-CME-001,One-coronagraph analysis with swpc_cat made based on the source location of the flare & eruption.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2023-01-10T20:48Z,1,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23230/-1
2023-01-10T10:40Z,20.0,-75.0,26.0,521.0,C,True,2023-01-10T03:36:00-CME-001,Analysis made based on the source location of the flare/eruption and is confirmed by the best fit in two coronagraphs in swpc_cat.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2023-01-10T22:16Z,1,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23232/-1
2023-01-10T14:18Z,10.0,-72.0,21.0,700.0,C,True,2023-01-10T09:24:00-CME-001,Analysis made based on the source location of the active region and also on the best fit in two coronagraphs in swpc_cat.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2023-01-10T22:31Z,1,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23234/-1
2023-01-10T18:50Z,20.0,-67.0,20.0,1214.0,O,True,2023-01-10T16:09:00-CME-001,Analysis made based on the source location of the flare/eruption and also on the best fit in two coronagraphs in swpc_cat.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2023-01-10T22:48Z,1,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23236/-1
2023-01-11T04:09Z,10.0,-66.0,12.0,711.0,C,True,2023-01-10T23:12:00-CME-001,"These parameters are based off of the best fit between SOHO LASCO C2, C3, and STEREO A COR2 imagery. Measured speeds varied between ~700 km/s and ~800 km/s.",M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2023-01-11T20:26Z,1,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23250/-1
2023-01-11T04:24Z,30.0,-66.0,19.0,1100.0,O,True,2023-01-11T01:25:00-CME-001,The CME leading edge becomes diffuse in later imagery so this measurement relies on mostly earlier time stamps in SOHO LASCO C3 and STEREO A COR2 coronagraphs.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,12.0,2023-01-11T23:22Z,1,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23260/-1
2023-01-11T05:31Z,18.0,-69.0,25.0,869.0,C,True,2023-01-11T01:36:00-CME-001,The source location is uncertain so the measurement was based on the best fit between SOHO LASCO C3 and STEREO A COR2 coronagraph imagery. The longitude may therefore vary by +/-10 degrees.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,10.0,2023-01-11T23:16Z,1,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23258/-1
2023-01-11T12:10Z,63.0,-93.0,45.0,1148.0,O,True,2023-01-11T08:48:00-CME-001,These parameters are based off of the best fit of the widest portion of the CME and may include some portions/overlap of the 2023-01-11T09:48Z CME.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,23.4,2023-01-11T21:20Z,1,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23253/-1
2023-01-11T12:50Z,45.0,-52.0,20.0,908.0,C,True,2023-01-11T09:48:00-CME-001,These parameters are based off of a STEREO_CAT fit using SOHO LASCO C3 and STEREO A COR2 white light imagery. There is some uncertainty with the parameters due to the overlapping nature of the CMEs in white light imagery.,M2M_CATALOG,LE,0,StereoCAT,running difference,,,,2023-01-11T21:47Z,1,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23255/-1
2023-01-12T01:38Z,-43.0,-127.0,45.0,460.0,S,True,2023-01-11T17:00:00-CME-001,Analysis made with more C3/COR2A imagery after the downlinks. Longitude is still not certain because the source was behind the E limb in STEREO A.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2023-01-12T13:27Z,2,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23268/-1
2023-01-12T08:08Z,33.0,24.0,32.0,645.0,C,True,2023-01-12T02:36:00-CME-001,,M2M_CATALOG,TE,1,SWPC_CAT,direct,,,,2023-01-12T19:05Z,2,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23279/-1
2023-01-12T13:03Z,-37.0,-90.0,12.0,531.0,C,True,2023-01-12T06:09:00-CME-001,Analysis based on the best fit in 2 coronagraphs in swpc_cat.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2023-01-12T18:42Z,1,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23277/-1
2023-01-12T18:49Z,21.0,-85.0,16.0,529.0,C,True,2023-01-12T11:36:00-CME-001,Approximate analysis based on the best fit in swpc_cat since the source is unequivocal.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2023-01-12T18:37Z,1,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23275/-1
2023-01-13T02:56Z,-40.0,122.0,47.0,766.0,C,True,2023-01-12T22:12:00-CME-001,Analysis is based on best fit in swpc_cat with two coronagraphs as the source is far behind the SW limb.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2023-01-13T15:43Z,2,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23288/-1
2023-01-13T01:27Z,-58.0,122.0,26.0,1181.0,O,True,2023-01-12T22:24:00-CME-001,"Analysis based on the best fit in 2 coronagraphs, as the source is clearly far behind the SW limb",M2M_CATALOG,LE,1,SWPC_CAT,direct,,,,2023-01-13T15:41Z,2,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23291/-1
2023-01-13T23:09Z,-43.0,131.0,18.0,645.0,C,True,2023-01-13T16:53:00-CME-001,"The longitude was based on the best fit between SOHO LASCO C3 and STEREO A COR2 coronagraph imagery, and may vary by +/-10 degrees.",M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,13.0,2023-01-14T14:56Z,2,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23301/-1
2023-01-14T05:03Z,-6.0,128.0,17.0,297.0,S,True,2023-01-13T17:38:00-CME-001,This measurement is based on the best fit between SOHO LASCO C2/C3 and STEREO A COR2 coronagraph imagery. The longitude may vary by +/-10 degrees as a result.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,9.0,2023-01-14T14:48Z,1,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23299/-1
2023-01-14T19:58Z,-40.0,-53.0,25.0,496.0,S,True,2023-01-14T12:12:00-CME-001,"This measurement focuses on the bulk portion of the CME. There is a shock front which appears in earlier imagery for a few frames, but moves at the same speed as the bulk.",M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,8.0,2023-01-14T15:19Z,1,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23303/-1
2023-01-15T05:13Z,-8.0,138.0,11.0,316.0,S,True,2023-01-14T18:36:00-CME-001,The CME leading edge becomes diffuse in later imagery so primarily earlier time stamps were used in this measurement.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,7.0,2023-01-15T18:40Z,1,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23328/-1
2023-01-15T08:55Z,-29.0,39.0,48.0,326.0,S,True,2023-01-14T21:36:00-CME-001,This measurement tracks the bulk portion of the CME. Multiple measurements produced speeds ranging from to 326 to 361 km/s.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,17.0,2023-01-15T15:47Z,1,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23319/-1
2023-01-15T07:08Z,-19.0,-44.0,29.0,1024.0,O,True,2023-01-15T03:48:00-CME-001,There is a data gap in STEREO A COR2 from 2023-01-15T05:23 to 09:23Z so this measurement primarily relies on SOHO LASCO C3 imagery.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,24.0,2023-01-15T18:01Z,1,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23322/-1
2023-01-15T10:37Z,-19.0,-56.0,46.0,628.0,C,True,2023-01-15T05:00:00-CME-001,Longitude based on the source location due to a data gap in STEREO A COR2 from 2023-01-15T05:23Z to 09:23Z. Longitude may vary +/-10 degrees as a result.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,16.0,2023-01-15T18:15Z,1,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23324/-1
2023-01-16T16:38Z,-51.0,-124.0,24.0,371.0,S,True,2023-01-16T08:00:00-CME-001,The longitude was approximated using the best fit between SOHO LASCO C2 and STEREO A COR2 imagery. The longitude may vary +/-10 degrees as a result.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,9.0,2023-01-16T19:41Z,1,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23331/-1
2023-01-17T08:47Z,45.0,17.0,14.0,804.0,C,True,2023-01-17T04:12:00-CME-001,Re-analysis with swpc_cat with additional imagery available at a later time.,M2M_CATALOG,LE,1,SWPC_CAT,direct,,,,2023-01-18T13:54Z,2,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23345/-1
2023-01-17T20:44Z,25.0,89.0,26.0,549.0,C,True,2023-01-17T10:24:00-CME-001,Analysis based on the CME source (filament off the NW limb) and the fit in swpc_cat with two coronagraphs.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2023-01-17T21:39Z,1,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23337/-1
2023-01-17T20:37Z,-67.0,-27.0,45.0,364.0,S,True,2023-01-17T11:00:00-CME-001,Analysis based on the fit in swpc_cat with two coronagraphs and on the possible source in a minor eruption in the SSW in EUVI A 195 after 2023-01-17T09:00Z.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2023-01-17T20:22Z,1,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23334/-1
2023-01-18T01:26Z,45.0,-144.0,35.0,281.0,S,True,2023-01-17T14:23:00-CME-001,"Approximate analysis based only on the best fit in swpc_cat with two coronagraphs, since no source has been found.",M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2023-01-17T22:18Z,1,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23341/-1
2023-01-18T07:39Z,23.0,-59.0,10.0,906.0,C,True,2023-01-18T03:48:00-CME-001,This measurement was based on the source location. The longitude may therefore vary by +/-10 degrees.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,8.0,2023-01-18T13:46Z,1,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23350/-1
2023-01-18T10:24Z,21.0,-59.0,10.0,788.0,C,True,2023-01-18T05:48:00-CME-001,"This measurement was based on the approximate source location, so the longitude may vary +/-10 degrees as a result.",M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,8.0,2023-01-18T13:50Z,1,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23353/-1
2023-01-18T17:41Z,-16.0,134.0,50.0,864.0,C,True,2023-01-18T13:36:00-CME-001,Measurement of the bulk portion of the CME and estimated based on best fit between SOHO LASCO C2/C3 and STEREO A COR2. Multiple measurements produced speeds ranging from 667 to 864 km/s. Longitude may vary +/-10 degrees.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,14.0,2023-01-18T17:44Z,1,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23357/-1
2023-01-19T01:29Z,-31.0,-87.0,33.0,664.0,C,True,2023-01-18T19:38:00-CME-001,,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2023-01-19T14:03Z,1,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23365/-1
2023-01-19T15:45Z,-2.0,-35.0,26.0,826.0,C,True,2023-01-19T11:36:00-CME-001,,M2M_CATALOG,LE,1,SWPC_CAT,direct,,,,2023-01-19T19:07Z,2,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23371/-1
2023-01-19T21:50Z,43.0,27.0,10.0,381.0,S,True,2023-01-19T14:24:00-CME-001,Analysis based on the best fit in swpc_cat with 2 coronagraphs. Confirms our suspected source location.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2023-01-19T23:07Z,1,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23374/-1
2023-01-20T05:44Z,-48.0,114.0,21.0,260.0,S,True,2023-01-19T15:36:00-CME-001,A new measurement farther into the FOV.,M2M_CATALOG,SH,0,SWPC_CAT,running difference,,,,2023-01-20T14:46Z,1,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23382/-1
2023-01-19T23:44Z,33.0,94.0,35.0,1052.0,O,True,2023-01-19T19:48:00-CME-001,A measurement of the leading edge using STEREO A and SOHO coronagraphs for triangulation of the source; there is uncertainty in the longitude by as much as 10 degrees given the rising loops are off the northwest limb with no footpoints seen.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,7.6,2023-01-20T13:36Z,1,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23379/-1
2023-01-20T18:15Z,-36.0,41.0,37.0,806.0,C,True,2023-01-20T13:38:00-CME-001,Measurement of the prominence core/bulk with imagery up to approximately 2023-01-20T16:00Z; the shock may be wider than is analyzed here.,M2M_CATALOG,COR,0,SWPC_CAT,running difference,,,5.4,2023-01-20T17:02Z,2,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23386/-1
2023-01-20T19:55Z,-32.0,7.0,24.0,684.0,C,True,2023-01-20T16:12:00-CME-001,Measurement of leading edge of this particular CME with a large amount of uncertainty about the right hand bound (and thus half-width) given this CME overlaps CME: 2023-01-20T13:36Z. There was general consensus the latitude should be <-25 (deflected southward) in order to match STEREO A and SOHO observations simultaneously.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,9.4,2023-01-20T18:24Z,1,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23393/-1
2023-01-21T01:48Z,-29.0,58.0,16.0,323.0,S,True,2023-01-20T17:24:00-CME-001,Analysis based on fit in swpc_cat with two coronagraphs.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2023-01-21T15:58Z,1,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23400/-1
2023-01-21T06:50Z,-48.0,32.0,16.0,630.0,C,True,2023-01-21T02:00:00-CME-001,Analysis based on best fit in swpc_cat with two coronagraphs.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2023-01-21T18:37Z,1,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23402/-1
2023-01-21T20:51Z,54.0,54.0,10.0,480.0,S,True,2023-01-21T13:23:00-CME-001,Based on fit in swpc_cat with 2 coronagraphs.,M2M_CATALOG,LE,0,SWPC_CAT,running difference,,,,2023-01-21T18:49Z,1,https://kauai.ccmc.gsfc.nasa.gov/DONKI/view/CMEAnalysis/23404/-1
